Brand Name,Outside Model,Inside model,Furnace model,Rated heating capacity (Btu/hour),AHRI / Verification reference,Product group,AHRI Classification,Indoor type/ducting configuration
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80CTL1352422A*","59000","208816475","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X60L24A*","*80CTL1352422A*","58000","208815845","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X60L24A*","*80VSL1102422A*","58000","208815842","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X60L24A*","*80VSL0902120A*","58000","208815840","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T48*K*AAA*","EA*4X61L21A*","*96VTN1002122A*","47500","208815813","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*97CMN1002122A*","58500","208816477","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","FVM4X60***L","-","35200","208815770","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X48L24A*","*96CTN0802120A*","35600","208815732","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X48L24A*","*97CMN0802120A*","35600","208815727","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X48L21A*","*96CTN0802120A*","35600","208815706","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X48L21A*","*97CMN0802120A*","35600","208815699","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X48L21A*","*80CTL1102120A*","36000","208815693","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X43L21A*","*80CTL1102120A*","36400","208815660","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X43L21A*","*80CSU0802120A*","35800","208815650","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96CTN1002122A*","58500","208816479","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*+TSTAT","FVM4X48***L","-","31000","210450159","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L21A*","*80CSU0802120A*","36000","208815589","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","FCM4X60***L+WALLCON","-","31600","210450162","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","FCM4X48***L+WALLCON","-","20600","210450165","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","FVM4X60***L","-","46500","210450166","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X37L21A*","*96VTN1002122A*","47500","210458480","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X43L21A*","*96VTN1002122A*","47500","210459737","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*96VSN1002120A*","46000","210460958","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*96VSN1202422A*","46500","210460969","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*96VTN1002122A*","46000","210460981","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*95CSU1002122A*","32200","210470889","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*80CTL0902120A*","32400","210470911","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*80CTL1352422A*","32200","210470922","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*96CTN1202422A*","32200","210470933","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*97CMN1002122A*","32400","210470955","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*96CTN1002122A*","32400","210470988","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","FCM4X48***L+WALLCON","-","32000","210472716","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA2*","FCM4X48***L+WALLCON","-","20600","210595005","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA2*+TSTAT","FVM4X48***L","-","31000","210595007","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA**","FCM4X60***L+WALLCON","-","31600","210595009","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA**","FCM4X48***L+WALLCON","-","32000","210599627","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X60L24A*","*80VTL1102122A*","58000","210907482","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L21A*","*80VTL1102122A*","58000","210907514","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80VTL1102122A*","58500","210907539","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X60L24A*","*80VTL0902120A*","58000","211338021","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80VTL0902120A*","59000","211338039","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H5S42*K*AAA*","FJMA4*60L*D*","-","43000","211581437","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","R4H5S42*K*AAA*","FJMA4*60L*D*","-","43000","211581438","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T48*K*AAA*","EA*4X60L24A*","*80VTL0902120A*","47500","211582570","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X25L17A*","*80MSU0401712A*","24000","212320188","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X25L17A*","*80MSU0601716A*","24400","212320216","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X25L17A*","*95MSU0401712A*","24000","212320244","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X25L17A*","*95MSU0601716A*","24000","212320272","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L17A*","*80MSU0401712A*","23800","212320771","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L17A*","*80MSU0601716A*","24200","212320799","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*80MSU0401712A*","24000","212320883","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*80MSU0601716A*","24000","212320911","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*80MSU0802120A*","24000","212320939","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*80MSU1002120A*","24200","212320967","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*95MSU0401712A*","24200","212320995","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*95MSU0601716A*","24000","212321023","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*95MSU0802120A*","24000","212321051","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*95MSU1002120A*","24200","212321079","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*95MSU1002122A*","24600","212321104","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EN(A,D)4X24L17**","*80MSU0601716A*","23600","212321158","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EMA4X24DAL","*80MSU0601716A*","23600","212321723","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EHD4X24AAL","*80MSU0802120A*","23600","212321913","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EHD4X30AAL","*80MSU0601716A*","24200","212322132","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EHD4X30AAL","*80MSU0802120A*","24200","212322160","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EHD4X30AAL","*95MSU0802120A*","24200","212322272","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EHD4X30AAL","*95MSU1002122A*","24200","212322325","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EHD4X36AAL","*95MSU1002122A*","24400","212322572","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L17A*","*80MSU0401712A*","34800","212322957","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L17A*","*80MSU0601716A*","34800","212322985","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L21A*","*80MSU0401712A*","35000","212323069","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L21A*","*80MSU0601716A*","35000","212323097","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-EHPB","ACIQ-24-ACL","Coils Only/Serpentins seulement","25600","212394306","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-18-HPB","ACIQ-18-ACL","Coils Only/Serpentins seulement","19000","212394311","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-24-HPB","ACIQ-24-ACL","Coils Only/Serpentins seulement","25000","212394312","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-30-HPB","ACIQ-30-ACL","Coils Only/Serpentins seulement","33000","212394313","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-36-HPB","ACIQ-36-ACL","Coils Only/Serpentins seulement","39000","212394314","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","SC-4860-HP","SC-60-AH","-","54000","211717284","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","SC-4860-HP","SC-48-AH","-","48000","211717283","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","SC-2436-HP","SC-36-AH","-","35000","211717282","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","SC-2436-HP","SC-24-AH","-","24000","211717281","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-12-EHPB","ACIQ-12-AHB","-","13000","214602071","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EN(A,D,W)4X60L24**+WALLCON","*95CSU0802120A*","32200","210470878","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EHD4X60AAL","*80VSL1102422A*","46500","210468317","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EHD4X60AAL","*96VTN1002122A*","47000","210468207","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VTN1002120A*","47500","210465149","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VTN0802120A*","47500","210465138","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VTN1202422A*","47000","210465028","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*80VTL0902120A*","47000","210465014","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*80VSL1102422A*","47000","210465003","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*80VSL0902420A*","47000","210464992","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*80VSL0902120A*","47000","210464981","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*80VSL0702120A*","47000","210464970","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VTN1002122A*","47000","210464937","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VSN1202422A*","47000","210464925","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VSN1002120A*","47000","210464914","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-HPB","ACIQ-36W-P","-","36000","213433236","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-30-HPB","ACIQ-30W-P","-","30000","213433235","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-HPB","ACIQ-24W-P","-","27400","213433234","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18-HPB","ACIQ-18W-P","-","19000","213433233","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-HPB","ACIQ-36W-WM","-","38000","213433232","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-30-HPB","ACIQ-30W-WM","-","31000","213433231","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-HPB","ACIQ-24W-WM","-","26000","213433230","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-48-EHPD","ACIQ-48-ACL-B","Coils Only/Serpentins seulement","47000","217285082","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X60L24**","*96VSN0802120A*","47000","210464903","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-EHPB","ACIQ-24-AHB","-","26000","213433219","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18-HPB","ACIQ-18W-WM","-","19000","213433229","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-EHPB","ACIQ-24W-WM","-","26000","213433226","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-HPD","ACIQ-36W-WMB","-","37000","216980824","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-EHPD","ACIQ-24W-PB","-","25000","216980826","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-EHPD","ACIQ-36W-PB","-","37000","216980828","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18-HPD","ACIQ-18W-PB","-","19000","216980829","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24-HPD","ACIQ-24W-PB","-","26000","216980830","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X61L21A*+WALLCON","*80CTL0701716A*","32200","210470432","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-30-HPD","ACIQ-30W-PB","-","31000","216980831","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-HPD","ACIQ-36W-PB","-","37000","216980832","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X61L21A*+WALLCON","*80CSU1002120A*","32200","210470421","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X61L21A*+WALLCON","*80CSU0601716A*","32200","210470410","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X61L21A*+WALLCON","*80CSU0401712A*","32000","210470399","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-24-EHPB","EZ-24-AHB","-","26000","216980849","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-36-EHPB","EZ-36-AHB","-","36000","216980850","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-48-EHPB","EZ-48-AHB","-","48000","216980851","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-60-EHPB","EZ-60-AHB","-","54000","216980852","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-24-HPB","EZ-24-AHB","-","24000","216980853","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-36-HPB","EZ-36-AHB","-","37000","216980854","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X61L21A*+WALLCON","*95CSU1002122A*","32000","210470388","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-48-HPB","EZ-48-AHB","-","50000","216980855","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-60-HPB","EZ-60-AHB","-","56000","216980856","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X61L21A*+WALLCON","*95CSU0802120A*","32000","210470377","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-HPB","ACIQ-36-ACL-17","Coils Only/Serpentins seulement","38000","213492127","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-30-HPB","ACIQ-36-ACL-17","Coils Only/Serpentins seulement","31000","213492126","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-30-HPB","ACIQ-36-ACL","Coils Only/Serpentins seulement","33000","213492124","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-24-HPB","ACIQ-24-ACL-14","Coils Only/Serpentins seulement","25000","213492123","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-18-HPB","ACIQ-24-ACL","Coils Only/Serpentins seulement","19000","213492122","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-36-HPC","ACIQ-36-ACL","Coils Only/Serpentins seulement","36000","213492120","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-36-HPC","ACIQ-36-ACL-17","Coils Only/Serpentins seulement","36000","213492118","ccASHP","HRCU-A-C","Centrally ducted system, coils only"
"1HVAC","ACIQ-36-HPC","ACIQ-36-AHB","-","40000","213492117","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*","EA*4X60L24A*+WALLCON","*96CTN1002122A*","31800","210470344","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-09ZS-HP115C","ACIQ-09WS-HP115C","-","10000","216980879","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-09ZS-HP230C","ACIQ-09WS-HP230C","-","10000","216980881","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-12ZS-HP230C","ACIQ-12WS-HP230C","-","12000","216980882","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18ZS-HP230C","ACIQ-18WS-HP230C","-","18000","216980883","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-24ZS-HP230C","ACIQ-24WS-HP230C","-","25000","216980884","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","EZ-12ZPL-HP115B","EZ-12WPL-HP115B","-","12000","216980889","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","EZ-18ZPL-HP230B","EZ-18W-MB","-","18000","216980890","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","EZ-18Z-M2B","-","-","18000","216980939","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","EZ-27Z-M3B","-","-","26000","216980940","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","EZ-27Z-M3B","-","-","27000","216980941","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","EZ-27Z-M3B","-","-","26400","216980942","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","EZ-36Z-M4B","-","-","36000","216980943","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","EZ-36Z-M4B","-","-","36000","216980944","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","EZ-36Z-M4B","-","-","36000","216980945","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","EZ-48Z-M5B","-","-","48000","216980946","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","EZ-48Z-M5B","-","-","47000","216980947","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","EZ-48Z-M5B","-","-","47500","216980948","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-48Z-HH-M5B","-","-","49000","207825575","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-48Z-HH-M5B","-","-","49000","207825574","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-48Z-HH-M5B","-","-","49000","207825573","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-36Z-HH-M4B","-","-","37000","207825572","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-36Z-HH-M4B","-","-","37000","207825570","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-27Z-HH-M3B","-","-","28000","207825569","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-27Z-HH-M3B","-","-","28000","207825568","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-27Z-HH-M3B","-","-","28000","207825567","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-18Z-HH-M2B","-","-","20000","207825566","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-18Z-HH-M2B","-","-","20000","207825565","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-18Z-HH-M2B","-","-","20000","207825564","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-24ZPL-HP230B","ACIQ-24FM-HH-MB","-","25000","207825525","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-12ZPL-HP230B","ACIQ-12FM-HH-MB","-","12000","207825523","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-24ZPL-HP230B","ACIQ-24CD-HH-MB","-","25000","207825522","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-18ZPL-HP230B","ACIQ-18CD-HH-MB","-","19000","207825521","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-12ZPL-HP230B","ACIQ-12CD-HH-MB","-","12500","207825520","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-09ZPL-HP230B","ACIQ-09CD-HH-MB","-","10000","207825519","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-12ZPL-HP230B","ACIQ-12CC-HH-MB","-","12000","207825517","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-09ZPL-HP230B","ACIQ-09W-HH-MB","-","12000","207825512","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-12ZPL-HP230B","ACIQ-12W-HH-MB","-","12000","207825513","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18ZPL-HP230B","ACIQ-18W-HH-MB","-","18000","207825514","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-24ZPL-HP230B","ACIQ-24W-HH-MB","-","29000","207825515","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-09ZPL-HP230B","ACIQ-09CC-HH-MB","-","9800","207825516","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
